gene	meth_pos	nb22	nb26	nb27	nc3	nc4	nc5	sb22	sb26	sb27	sc3	sc4	sc5
g6140	0	0	0	0	0	0	0	0	0	0	0	0	0
g6141	17	0	0.59	0	1.02	0	0	0	0.26	0.29	0	0	0
g6142	22	0	0	0	0	0	0	0	0	0	0	0	0
g6143	4	0	0	0	0	0	0	0	0	0	0	0	0.96
g6144	16	0.35	0	0	0	0	0	0	0	0	0	0	0
g6145	13	0	0	0	0	0.43	0	0	0	0	0	0	0
g6146	69	0	0.13	0	0	0.09	0.08	0.11	0	0.08	0	0.1	0
g6147	6	0	0	0	0	0	0	0	0	0	0	0	0
g6148	18	7.54	6.11	6.03	3.98	0	35.23	1.5	7.44	8.54	2.69	0.93	28.25
g6149	26	0	0	0.26	0	0	0	0	0	0	0.23	0	0
g6150	4	0	0	0	0	0	0	0	0	0	0	0	0
g6151	5	0	0	0	0	0	0	0	0	0	0	0	0
g6152	48	0	0.38	0.16	0	0.09	0	0.07	0	0.1	0	0	0.16
g6153	0	0	0	0	0	0	0	0	0	0	0	0	0
g6154	0	0	0	0	0	0	0	0	0	0	0	0	0
g6155	0	0	0	0	0	0	0	0	0	0	0	0	0
g6156	0	0	0	0	0	0	0	0	0	0	0	0	0
g6157	3	3.33	4.65	2.08	0	4.84	5.8	2.08	5.79	3.8	0	3.51	8.84
g6158	0	0	0	0	0	0	0	0	0	0	0	0	0
g6159	0	0	0	0	0	0	0	0	0	0	0	0	0
g6160	0	0	0	0	0	0	0	0	0	0	0	0	0
g6161	0	0	0	0	0	0	0	0	0	0	0	0	0
g6162	1	33.33	35.29	54.84	55	50	76.47	100	62.5	100	6.25	38.89	42.86
g6163	0	0	0	0	0	0	0	0	0	0	0	0	0
g6164	23	0	0	0	0	0.24	0	0	0	0	0	0	0
g6165	149	0.05	0.22	0.04	0.07	0	0.08	0.02	0.02	0.1	0.02	0.04	0
g6166	0	0	0	0	0	0	0	0	0	0	0	0	0
g6167	0	0	0	0	0	0	0	0	0	0	0	0	0
g6168	14	0	0	0.68	0	0	0.51	0	0	0	0	0	0
g6169	0	0	0	0	0	0	0	0	0	0	0	0	0
g6170	7	0	0	0	0	0	0	0	0	0	0	0	0
g6171	1	0	0	0	0	0	0	0	0	0	0	0	0
g6172	13	0	0	0	0	0	0	0.35	0	0	0	0	0.59
g6173	6	1.39	0	0	0	0	0	0	0	0	0	0	0
g6174	17	0	0	0	0	0	0	0	0	0	0	0	0
g6175	0	0	0	0	0	0	0	0	0	0	0	0	0
g6176	0	0	0	0	0	0	0	0	0	0	0	0	0
g6177	0	0	0	0	0	0	0	0	0	0	0	0	0
g6178	0	0	0	0	0	0	0	0	0	0	0	0	0
g6179	0	0	0	0	0	0	0	0	0	0	0	0	0
g6180	0	0	0	0	0	0	0	0	0	0	0	0	0
g6181	0	0	0	0	0	0	0	0	0	0	0	0	0
g6182	0	0	0	0	0	0	0	0	0	0	0	0	0
g6183	0	0	0	0	0	0	0	0	0	0	0	0	0
g6184	0	0	0	0	0	0	0	0	0	0	0	0	0
g6185	0	0	0	0	0	0	0	0	0	0	0	0	0
g6186	13	0	0	0	0	0	0.64	0	0	0	0	0	0
g6187	13	0	0	0	0	0	0	0	0	0	0	0	0
g6188	0	0	0	0	0	0	0	0	0	0	0	0	0
g6189	0	0	0	0	0	0	0	0	0	0	0	0	0
g6190	18	0.28	0.4	0	0.51	0	0	0	0	0	0	0	0
g6191	54	0.46	0.25	2.64	3.26	0.49	2.34	0.19	0.3	0.35	0.15	0.32	0.12
g6192	2	0	0	0	0	0	0	0	0	0	0	0	3.57
g6193	0	0	0	0	0	0	0	0	0	0	0	0	0
g6194	0	0	0	0	0	0	0	0	0	0	0	0	0
g6195	0	0	0	0	0	0	0	0	0	0	0	0	0
g6196	0	0	0	0	0	0	0	0	0	0	0	0	0
g6197	72	1.64	0.64	3.17	1.49	2.74	1.39	1.7	1.61	5.4	1.58	2.41	1.38
g6198	248	0.91	0.71	0.7	0.87	1.07	0.83	0.68	0.46	0.58	0.42	0.43	0.46
g6199	90	0.04	0.96	1.79	0	0	0.88	0	0	0	0.09	0	0
g6200	9	0	0	0	0	0	0	0	0	0	0	0	0
g6201	0	0	0	0	0	0	0	0	0	0	0	0	0
g6202	6	1.51	0	0	0	1.04	0	12.67	13.69	13.09	6.95	9.85	10.19
g6203	0	0	0	0	0	0	0	0	0	0	0	0	0
g6204	4	0	0	0	0	0	0	0	0	0	0	0	0
g6205	6	0	0	0	0	0	0	0	0	0	0	0	0
g6206	7	0	1.1	0.84	0	0.95	0	0	0.65	0	0	0	0
g6207	86	0	0	0.05	0.12	0.1	0	0	0.06	0.18	0	0.08	0
g6208	115	5.48	5.25	6.17	5.92	5.85	6.09	6.99	6.95	7.01	6.47	7	6.88
g6209	80	0	0	0	0	0	0	0.28	0	0.04	0.08	0.08	0.27
g6210	0	0	0	0	0	0	0	0	0	0	0	0	0
g6211	0	0	0	0	0	0	0	0	0	0	0	0	0
g6212	16	0	0	0	0	0	0	0	0	0	0	0	0
g6213	1	0	0	0	0	0	0	0	0	0	0	0	0
g6214	32	7.77	8.18	7.76	8.53	7.7	8.27	8.93	8.95	9.17	9.44	9.06	7.58
g6215	8	0	0	0	0	0	0	0	0	0	0	0	0
g6216	57	0	0	0.43	0	0	0	0	0.12	0	0	0	0
g6217	0	0	0	0	0	0	0	0	0	0	0	0	0
g6218	0	0	0	0	0	0	0	0	0	0	0	0	0
g6219	0	0	0	0	0	0	0	0	0	0	0	0	0
g6220	154	0.06	0	0.12	0.28	0.06	0.08	0.06	0.09	0.07	0.11	0	0.1
g6221	19	0	0	0	0	0	0	0	0.31	0.17	0	0	0
g6222	0	0	0	0	0	0	0	0	0	0	0	0	0
g6223	65	0.5	0.1	3.02	0.43	0.32	0.25	0	0	0.09	0	0	0
g6224	29	0	0	0	0	0	0	0	0	0	0	0	0
g6225	10	1.25	0	0.2	0	0	0	0.09	0.14	0.08	0	0.21	1.7
g6226	0	0	0	0	0	0	0	0	0	0	0	0	0
g6227	4	42.5	36.93	45.5	42.95	45	41.86	47.22	48.96	50	50	50	50
g6228	45	0	0	0	0.2	0	0	0	0.11	0	0	0	0
g6229	55	0	0.12	0	0	0	0.15	0	0	0.06	0	0	0.07
g6230	20	0	0	0	0	0	0	0	0	0	0	0	0
g6231	93	0	0.1	0.21	0.1	0.05	0.22	0	0.03	0.29	0.41	0.11	0.15
g6232	54	1.99	1.36	2.89	3.1	2.15	2.57	3.77	3.7	3.33	3.91	3.71	3.7
g6233	21	0.28	0	0	0	0	0	0	0	0	0	0	0
g6234	2	41.2	19.16	45.23	34.27	11.91	22.73	30	0	0	16.66	0	0
g6235	0	0	0	0	0	0	0	0	0	0	0	0	0
g6236	0	0	0	0	0	0	0	0	0	0	0	0	0
g6237	0	0	0	0	0	0	0	0	0	0	0	0	0
g6238	0	0	0	0	0	0	0	0	0	0	0	0	0
g6239	0	0	0	0	0	0	0	0	0	0	0	0	0
g6240	10	0	0	0	0	0	0	0	0	0	0	0	0
g6241	0	0	0	0	0	0	0	0	0	0	0	0	0
g6242	16	0	0	0	0	0.26	0	0	0	0	0	0	0
g6243	23	0	0	0	0	0	0	0	0	0	0	0	0
g6244	0	0	0	0	0	0	0	0	0	0	0	0	0
g6245	44	3.15	1.58	2.68	2.73	1.29	1.48	0	0.07	0.08	0	0	0
g6246	0	0	0	0	0	0	0	0	0	0	0	0	0
g6247	69	0.09	1	0.85	2.54	0.17	0.9	4.25	4.64	7.11	5.66	5.63	2.76
g6248	0	0	0	0	0	0	0	0	0	0	0	0	0
g6249	138	0.04	0.29	0.05	0.24	0.07	0.07	0	0	0.04	0.03	0.06	0.12
g6250	4	54.8	59.09	63.13	55.22	58.77	63.67	88.03	96.9	86.8	78.51	71.83	91.82
g6251	0	0	0	0	0	0	0	0	0	0	0	0	0
g6252	0	0	0	0	0	0	0	0	0	0	0	0	0
g6253	18	0	0	0	0	0	0.26	0	0.85	0	0	0	0.35
g6254	103	1.33	1.13	1.05	0.94	1	1.87	1.31	1.07	1.02	1.03	0.97	1.47
g6255	0	0	0	0	0	0	0	0	0	0	0	0	0
g6256	5	6.25	0	11.87	58.14	4.21	5	8.18	0.83	3.81	47.37	8	1.11
g6257	0	0	0	0	0	0	0	0	0	0	0	0	0
g6258	0	0	0	0	0	0	0	0	0	0	0	0	0
g6259	0	0	0	0	0	0	0	0	0	0	0	0	0
g6260	5	16.92	18	15.71	16	16.47	20	20	20	20	20	20	20
g6261	24	0	0	0.3	0	0	0.32	0.23	0	0	0	0	0
g6262	0	0	0	0	0	0	0	0	0	0	0	0	0
g6263	0	0	0	0	0	0	0	0	0	0	0	0	0
g6264	0	0	0	0	0	0	0	0	0	0	0	0	0
g6265	0	0	0	0	0	0	0	0	0	0	0	0	0
g6266	0	0	0	0	0	0	0	0	0	0	0	0	0
g6267	65	3.73	4.03	4.82	3.64	2.88	3.66	3.08	3.12	3.62	3.08	3.08	3.12
g6268	6	65.27	56.87	75.78	71.41	70.84	74.44	80.33	82.29	78.25	83.33	81.94	78.5
g6269	56	1.64	1.68	1.89	1.77	1.7	1.79	1.92	1.88	1.79	1.79	1.96	1.79
g6270	9	0	0	0	0	0	0	0	0	0	0	0	0
g6271	28	0	0	0	0	0	0	0	0.13	0.14	0.2	0	0
g6272	74	0	0.08	0.16	0.12	0	0	0	0	0	0	0	0.12
g6273	167	0	0.11	0	0.05	0.02	0.04	0.05	0.04	0.03	0.02	0	0.05
g6274	34	0	0	0	0	0	0.27	0	0.1	0	0	0	0
g6275	88	0.17	0.09	0.07	0	0.05	0	0	0.09	0.04	0	0	0.06
g6276	2	0	0	0	0	0	0	0	0	0	0	0	0
g6277	92	0.14	0.09	0.2	0	0.04	0	0.09	0.07	0.04	0.04	0	0
g6278	13	0	0	0.45	0	0	0	0.5	0.26	0	0	0	0.27
g6279	131	0	0.04	0.34	0.06	0.05	0	0.06	0.07	0.03	0.03	0	0.03
g6280	0	0	0	0	0	0	0	0	0	0	0	0	0
g6281	5	58.48	72.87	76.46	69.55	63.64	67.7	100	100	89.89	100	100	98.75
g6282	61	8.28	8.7	9.01	8.97	8.58	8.43	9.93	9.62	9.72	9.61	9.59	9.84
g6283	6	0	0	0	0	0	0	0	0	0	0	0	0
g6284	0	0	0	0	0	0	0	0	0	0	0	0	0
g6285	0	0	0	0	0	0	0	0	0	0	0	0	0
g6286	0	0	0	0	0	0	0	0	0	0	0	0	0
g6287	0	0	0	0	0	0	0	0	0	0	0	0	0
g6288	10	0	0	0	0	0	0	0	0	0	0	0	0
g6289	0	0	0	0	0	0	0	0	0	0	0	0	0
g6290	0	0	0	0	0	0	0	0	0	0	0	0	0
g6291	0	0	0	0	0	0	0	0	0	0	0	0	0
g6292	54	0	0	0	0	0.1	0	0	0	0	0	0	0
g6293	4	0	0	0	0	0	0	0	0	0	0	0	0
g6294	35	2.07	1.45	3.49	0.62	1.16	3.33	7.75	6.7	8.69	8.01	8.07	8.63
g6295	25	38.09	37.82	38.74	37.35	35.38	34.25	39.7	40	39.55	40	39.5	39.76
g6296	18	7.02	12.12	7.53	9.36	7.16	7.43	11.11	11.3	9.91	12.63	11.11	11.97
g6297	0	0	0	0	0	0	0	0	0	0	0	0	0
g6298	0	0	0	0	0	0	0	0	0	0	0	0	0
g6299	0	0	0	0	0	0	0	0	0	0	0	0	0
g6300	1	0	0	0	0	0	0	0	0	0	0	0	0
g6301	3	0	0	0	0	0	0	0	0	0	0	0	0
g6302	59	0	0	0	0.14	0.31	0.15	0	0	0.07	0.05	0	0
g6303	17	0	0.26	0.27	0.53	0	0	0	0	0	0	0	0
g6304	151	0.74	2.61	1.31	0.28	0.71	0.64	0	0.06	1.19	0	0.05	0.01
g6305	0	0	0	0	0	0	0	0	0	0	0	0	0
g6306	0	0	0	0	0	0	0	0	0	0	0	0	0
g6307	2	0	0	0	0	0	0	0	0	0	0	0	0
g6308	0	0	0	0	0	0	0	0	0	0	0	0	0
g6309	19	0	0	0	0	0	0	0	0	0	0	0	0
g6310	65	0	0.13	0	0	0	0	0.07	0.04	0	0.1	0	0
g6311	19	0	0	0	0	0	0	0	0	0	0.33	0	0
g6312	17	0	0	0	0	0	0	0	0	0	0	0	0
g6313	0	0	0	0	0	0	0	0	0	0	0	0	0
g6314	40	0	0	0.07	0.18	0.22	0	0	0	0.1	0	0.29	0
g6315	0	0	0	0	0	0	0	0	0	0	0	0	0
g6316	16	0	0	0	0	0	0	0	0	0	0	0	0
g6317	2	0	3.63	0	0.86	0	5	0	0	0	0	0	0
g6318	0	0	0	0	0	0	0	0	0	0	0	0	0
g6319	11	5.96	5.52	7.11	4.92	6.91	1.3	57.87	11.95	36.08	23.88	25.52	23.22
g6320	28	2.15	0.07	0.2	0.15	0.62	1.81	19.52	0.1	0.22	1.44	0.5	9.56
g6321	0	0	0	0	0	0	0	0	0	0	0	0	0
g6322	0	0	0	0	0	0	0	0	0	0	0	0	0
g6323	1	0	0	0	0	0	0	0	0	0	0	0	0
g6324	0	0	0	0	0	0	0	0	0	0	0	0	0
g6325	0	0	0	0	0	0	0	0	0	0	0	0	0
g6326	13	0	0	0	0	0	0	0	0	0	0	0	0
g6327	0	0	0	0	0	0	0	0	0	0	0	0	0
g6328	0	0	0	0	0	0	0	0	0	0	0	0	0
g6329	0	0	0	0	0	0	0	0	0	0	0	0	0
g6330	72	0.97	2.45	0.84	2.5	0	1.5	0.72	0.08	0.09	0	0	0
g6331	0	0	0	0	0	0	0	0	0	0	0	0	0
g6332	0	0	0	0	0	0	0	0	0	0	0	0	0
g6333	0	0	0	0	0	0	0	0	0	0	0	0	0
g6334	12	0	0	0	0	0	0	0	0	0	0	0	0
g6335	0	0	0	0	0	0	0	0	0	0	0	0	0
g6336	60	0.31	0.2	0.38	0.12	0.07	0	0	0	0.13	0.15	0	0.08
g6337	0	0	0	0	0	0	0	0	0	0	0	0	0
g6338	0	0	0	0	0	0	0	0	0	0	0	0	0
g6339	39	0.94	0	0.24	0.23	0	0.32	0	0.11	0	0	0	0.09
g6340	124	0.04	0.07	0.21	0.8	0.18	0.12	0.04	0.04	0.1	0.09	0	0
g6341	28	0	0	0	0	0	0	0	0	0	0	0	0
g6342	0	0	0	0	0	0	0	0	0	0	0	0	0
g6343	0	0	0	0	0	0	0	0	0	0	0	0	0
g6344	0	0	0	0	0	0	0	0	0	0	0	0	0
g6345	2	2.5	0	0	3.57	0	0	0	17.69	54.91	35.27	2.63	23.71
g6346	88	24.87	33.27	27.5	40.44	37.76	16.95	33.46	44.66	55.95	83.67	59.37	21.95
g6347	0	0	0	0	0	0	0	0	0	0	0	0	0
g6348	0	0	0	0	0	0	0	0	0	0	0	0	0
g6349	40	4.51	8.72	3.21	17.48	8.35	5.38	15.74	28.51	20.51	26.89	24.76	34.69
g6350	3	81.46	74.32	89.09	80.05	96.08	84.72	100	100	100	97.22	100	100
g6351	0	0	0	0	0	0	0	0	0	0	0	0	0
g6352	0	0	0	0	0	0	0	0	0	0	0	0	0
g6353	0	0	0	0	0	0	0	0	0	0	0	0	0
g6354	0	0	0	0	0	0	0	0	0	0	0	0	0
g6355	0	0	0	0	0	0	0	0	0	0	0	0	0
g6356	20	0	0.53	0	0	0	0.63	0	0	0.25	0	0	0
g6357	109	0.32	0	0.21	0.06	0.22	0.19	0.49	0	0.57	0.1	0.15	0.53
g6358	8	0	0	0	0	0	0	0	0	0	0	0	0
g6359	27	0.15	0	0	0	0	0	0	0	0	0	0	0
g6360	0	0	0	0	0	0	0	0	0	0	0	0	0
g6361	0	0	0	0	0	0	0	0	0	0	0	0	0
g6362	0	0	0	0	0	0	0	0	0	0	0	0	0
g6363	0	0	0	0	0	0	0	0	0	0	0	0	0
g6364	0	0	0	0	0	0	0	0	0	0	0	0	0
g6365	0	0	0	0	0	0	0	0	0	0	0	0	0
g6366	0	0	0	0	0	0	0	0	0	0	0	0	0
g6367	0	0	0	0	0	0	0	0	0	0	0	0	0
g6368	49	0.19	0	0.14	0	0	0.64	0	0.08	0	0	0	0.24
g6369	52	0	0	0.13	0	0	0	0	0	0.07	0.11	0	0.08
g6370	78	1.15	0.51	0.87	0.91	1.38	0.93	1.25	1.16	1.13	1.21	1.2	1.23
g6371	0	0	0	0	0	0	0	0	0	0	0	0	0
g6372	0	0	0	0	0	0	0	0	0	0	0	0	0
g6373	0	0	0	0	0	0	0	0	0	0	0	0	0
g6374	0	0	0	0	0	0	0	0	0	0	0	0	0
g6375	28	0	0	0	0	0	0	0	0.18	0.11	0	0	0
g6376	14	0	0	0	0	0.36	0	0	0.29	0	0	0	0
g6377	0	0	0	0	0	0	0	0	0	0	0	0	0
g6378	0	0	0	0	0	0	0	0	0	0	0	0	0
g6379	0	0	0	0	0	0	0	0	0	0	0	0	0
g6380	0	0	0	0	0	0	0	0	0	0	0	0	0
g6381	136	0.15	0.19	0.39	0.04	0.06	0.07	0	0.08	0.21	0	0.03	0.03
g6382	47	0	0	0	0	0.13	0	0	0	0	0.08	0	0
g6383	59	0	0	0	0	0	0.11	0	0	0	0	0	0.06
g6384	6	0	0	0	0	0	1.11	0	0	0	0	0	0
g6385	0	0	0	0	0	0	0	0	0	0	0	0	0
g6386	16	0	0.64	0	0	0	0	0	0.18	0	0	0	0
g6387	97	9.53	9.43	10.47	8.97	9.94	10.34	11.34	11.3	11.26	11.28	11.11	11.31
g6388	37	0	0	0	0	0	0	0	0	0	0	0	0
g6389	74	0.34	0.2	0.43	0.33	0.39	0.2	0	0.06	0.04	0	0.1	0.14
g6390	107	6.5	6.19	8.03	4.92	7.96	6.72	9.71	9.67	11.16	9.28	10.51	9.23
g6391	123	3.7	3.67	3.39	3.24	2.99	3.99	4.22	4.16	4.07	4.01	4.27	4.21
g6392	7	0	0	0	0	0	0	0	0	0	0	0	0
g6393	10	0	0	0	0	0	0	0	0	0	0	0	0
g6394	47	0	0.09	0.05	0	0.09	0	0.2	0	0.07	0.2	0	0
g6395	0	0	0	0	0	0	0	0	0	0	0	0	0
g6396	51	1.5	1.8	0.98	1.96	1.69	1.96	1.23	1.83	1.2	1.96	2.11	1.96
g6397	0	0	0	0	0	0	0	0	0	0	0	0	0
g6398	0	0	0	0	0	0	0	0	0	0	0	0	0
g6399	21	0	0.26	0.26	0	0.37	0	0.37	0.18	0	0	0	0
g6400	24	0	0	0	0	0	0	0	0	0	0	0.22	0
g6401	17	0	0	0	0	0	0	0	0	0	0	0	0
g6402	55	0	0	0	0	0	0.12	0	0	0.09	0	0.17	0.28
g6403	0	0	0	0	0	0	0	0	0	0	0	0	0
g6404	0	0	0	0	0	0	0	0	0	0	0	0	0
g6405	56	0.62	0.84	1.44	0.47	1.03	0	0	0	0	0.16	0	0
g6406	0	0	0	0	0	0	0	0	0	0	0	0	0
g6407	0	0	0	0	0	0	0	0	0	0	0	0	0
g6408	0	0	0	0	0	0	0	0	0	0	0	0	0
g6409	10	0	0	0	0	0	0	0	0	0	0	0	0
g6410	12	0	0.64	11.19	0	0.35	0	0.44	0	41.01	0	0	0
g6411	0	0	0	0	0	0	0	0	0	0	0	0	0
g6412	83	0.05	0	0.12	0.12	0.11	0	0.09	0.06	0.11	0.07	0	0.13
g6413	82	0.14	0.19	0.15	0	0	0.11	0.1	0	0	0.08	0.04	0.05
g6414	89	0.18	0.18	0.18	0.18	0	0	0	0.09	0.04	0.04	0	0.07
g6415	68	0	0.22	0	0	0.17	0	0.19	0	0	0	0	0
g6416	0	0	0	0	0	0	0	0	0	0	0	0	0
g6417	0	0	0	0	0	0	0	0	0	0	0	0	0
g6418	0	0	0	0	0	0	0	0	0	0	0	0	0
g6419	0	0	0	0	0	0	0	0	0	0	0	0	0
g6420	0	0	0	0	0	0	0	0	0	0	0	0	0
g6421	13	1.88	0.59	0	0	0.17	0.53	1.59	0	0	1.16	0	0
g6422	7	0	0	0	1.19	0	0	0	0	0	0	0	0
g6423	0	0	0	0	0	0	0	0	0	0	0	0	0
g6424	0	0	0	0	0	0	0	0	0	0	0	0	0
g6425	38	0.11	0	0	0	0	0	0	0	0	0.14	0.1	0
g6426	1	0	0	0	0	0	10	0	0	0	0	0	0
g6427	30	0	0	0	0	0	0	0	0.12	0.14	0	0	0
g6428	10	0	0	0.45	0	0	0	0	0	0	0	1	0
g6429	2	0	3.57	5.77	5	0	0	0	0	0	0	0	0
g6430	40	0.16	0	0	0.54	0.09	0	0.2	0.11	0	0	0	0
g6431	30	0	0	0.13	0.21	0.08	0	0	0	0	0	0.18	0
g6432	1	0	0	0	9.09	0	0	0	0	0	0	0	0
g6433	0	0	0	0	0	0	0	0	0	0	0	0	0
g6434	25	0.31	0	0	0	0	0	0.17	0	0	0	0.19	0
g6435	2	0	0	0	0	2.63	0	0	0	0	0	0	0
g6436	0	0	0	0	0	0	0	0	0	0	0	0	0
g6437	0	0	0	0	0	0	0	0	0	0	0	0	0
g6438	0	0	0	0	0	0	0	0	0	0	0	0	0
g6439	17	0	0.86	0	0	0.95	0	0	0	0	0	0	0
g6440	3	96.58	77.57	66.67	66.96	84.02	88.73	98.33	100	100	100	95.81	100
g6441	62	0.08	0.12	0.33	0	0.17	0	0	0.08	0.11	0.07	0.15	0
g6442	14	0	0	0	0	0	0.59	0	0	0	0	0.38	0
g6443	48	2.05	1.72	1.99	1.88	1.88	1.88	2.14	2.08	2.08	2.08	2.08	2
g6444	0	0	0	0	0	0	0	0	0	0	0	0	0
g6445	0	0	0	0	0	0	0	0	0	0	0	0	0
g6446	14	0	0	0	2.08	0.65	0	0	0.25	0	0	0	0
g6447	6	0	0	0	0	0	1.39	0	0	0.58	0	0	0
g6448	63	1.94	0.56	1.28	0.39	1.64	0.99	2.8	2.78	2.6	2.85	2.49	2.52
g6449	0	0	0	0	0	0	0	0	0	0	0	0	0
g6450	0	0	0	0	0	0	0	0	0	0	0	0	0
g6451	2	7.63	33.03	29.05	22.86	27.04	25.15	13.16	66.72	43.53	53.89	60	55.56
g6452	2	32.39	40.32	31.95	34.82	35.19	60.39	21.77	66.04	58.12	55.88	45	58.03
g6453	0	0	0	0	0	0	0	0	0	0	0	0	0
g6454	0	0	0	0	0	0	0	0	0	0	0	0	0
g6455	0	0	0	0	0	0	0	0	0	0	0	0	0
g6456	0	0	0	0	0	0	0	0	0	0	0	0	0
g6457	0	0	0	0	0	0	0	0	0	0	0	0	0
g6458	0	0	0	0	0	0	0	0	0	0	0	0	0
g6459	0	0	0	0	0	0	0	0	0	0	0	0	0
g6460	0	0	0	0	0	0	0	0	0	0	0	0	0
g6461	126	0.11	0.11	0.16	0.15	0.11	2.98	0.06	0.05	0.05	0.09	0	0.63
g6462	0	0	0	0	0	0	0	0	0	0	0	0	0
g6463	19	0.24	0.29	0	0.29	0.47	0.29	0	0	0	0	0	0
g6464	0	0	0	0	0	0	0	0	0	0	0	0	0
g6465	0	0	0	0	0	0	0	0	0	0	0	0	0
g6466	3	90.02	73.27	71.8	68.34	61.41	90.75	100	96.83	100	97.22	100	94.53
g6467	0	0	0	0	0	0	0	0	0	0	0	0	0
g6468	0	0	0	0	0	0	0	0	0	0	0	0	0
g6469	0	0	0	0	0	0	0	0	0	0	0	0	0
g6470	53	0	0	0	0	0	0	0	0	0	0.19	0	0
g6471	3	0	0	0	0	0	0	0	0	0	0	0	0
g6472	0	0	0	0	0	0	0	0	0	0	0	0	0
g6473	0	0	0	0	0	0	0	0	0	0	0	0	0
g6474	0	0	0	0	0	0	0	0	0	0	0	0	0
g6475	4	0	1.78	0	0	0	0	0	0	0	0	0	0
g6476	72	2.04	2.61	2.63	2.34	2.79	2.54	2.78	2.99	2.81	3.16	2.85	2.84
g6477	13	85.04	88.7	84.81	82.88	88.66	90.07	99.49	98.85	98.46	97.5	99.12	100
g6478	1	81.82	85.71	85.71	81.82	88.24	100	100	100	95.45	100	100	94.74
g6479	89	0.11	0.51	0.57	0.21	0.22	0	0	0.07	0.1	0.04	0	0.04
g6480	20	4.88	5	5	4.5	4.5	4.58	5	5	5	5	4.62	5
g6481	70	0.4	0.63	0.91	0.09	0.09	0.79	0	0.06	0.09	0.1	0	0
g6482	26	3.35	3.31	3.61	3.46	2.88	3.46	3.94	3.85	3.74	3.99	3.85	3.85
g6483	25	12.42	10.45	12.46	12.62	14.64	13.02	16.83	19	19.15	19.8	19.73	18.13
g6484	0	0	0	0	0	0	0	0	0	0	0	0	0
g6485	7	0	0	0.79	0	0	0	0	0	0	0	0	0
g6486	49	0.11	0.43	0.25	0	0.07	0.24	0	0.23	0.07	0.15	0.2	0
g6487	55	0.32	0.88	0.1	0	0.24	0.17	0.06	0.65	0.1	0.05	0	0.14
g6488	5	83.28	96	91.45	87.81	82.68	88.17	100	100	97.59	100	100	100
g6489	0	0	0	0	0	0	0	0	0	0	0	0	0
g6490	0	0	0	0	0	0	0	0	0	0	0	0	0
g6491	28	16.58	34.8	19.05	20.07	8.67	15.02	17.05	69.24	49.9	44.79	6.43	38.49
g6492	15	0	0	0	0	0.35	0	0	0.19	0	0	0	0
g6493	32	0	0	0.21	0	0	0	0	0	0	0	0	0.14
g6494	0	0	0	0	0	0	0	0	0	0	0	0	0
g6495	111	0.15	0.05	0.23	0.87	0.2	0.16	0.11	0.13	0.03	0.04	0.07	0.15
g6496	0	0	0	0	0	0	0	0	0	0	0	0	0
g6497	1	0	0	0	0	0	0	0	0	0	0	0	0
g6498	0	0	0	0	0	0	0	0	0	0	0	0	0
g6499	137	0.24	3.09	1.46	4.75	1.16	0.43	0	0.93	0.03	0.06	0.1	0.16
g6500	0	0	0	0	0	0	0	0	0	0	0	0	0
g6501	0	0	0	0	0	0	0	0	0	0	0	0	0
g6502	0	0	0	0	0	0	0	0	0	0	0	0	0
g6503	9	0	0	0	0	0	0	0	0	0	0	1.11	0
g6504	30	0	0	0	0	0	0	0	0.14	0	0	0	0
g6505	1	0	0	0	0	0	0	0	0	0	0	0	0
g6506	11	0	0	0	0	0	0	0	0	0	0	0	0
g6507	28	0	0.3	0	0	0	0	0	0	0	0	0	0
g6508	41	23.56	21.43	28.51	26.49	27.18	28.38	34.29	27.64	34.78	33.99	33.87	33.86
g6509	5	4	12.31	12.22	17.14	12.22	18	16.55	19.23	20	20	18.18	20
g6510	0	0	0	0	0	0	0	0	0	0	0	0	0
g6511	4	50.48	49.88	50.49	55.84	47.62	60.03	70.72	50	48.33	60.3	48.08	59.99
g6512	6	78.55	75.08	80.7	73.64	68.9	74.9	83.33	83.33	83.33	83.33	83.33	83.33
g6513	0	0	0	0	0	0	0	0	0	0	0	0	0
g6514	0	0	0	0	0	0	0	0	0	0	0	0	0
g6515	0	0	0	0	0	0	0	0	0	0	0	0	0
g6516	6	17.95	15.15	11.77	17.14	13.54	13.64	16.67	16.67	16.67	16.67	16.67	16.67
g6517	1	0	6.67	0	0	0	0	0	0	0	0	0	0
g6518	43	0.11	0	0	0.62	0	0.17	0	0	0	0	0	0
g6519	0	0	0	0	0	0	0	0	0	0	0	0	0
g6520	0	0	0	0	0	0	0	0	0	0	0	0	0
g6521	65	0	0.27	0.11	0.06	0.07	0	0.09	0	0	0.14	0	0
g6522	0	0	0	0	0	0	0	0	0	0	0	0	0
g6523	0	0	0	0	0	0	0	0	0	0	0	0	0
g6524	0	0	0	0	0	0	0	0	0	0	0	0	0
g6525	7	14.29	13.27	12.61	12.86	12.7	14.29	14.29	14.29	14.29	14.29	14.29	14.29
g6526	0	0	0	0	0	0	0	0	0	0	0	0	0
g6527	0	0	0	0	0	0	0	0	0	0	0	0	0
g6528	7	2.04	0	4.25	0	0	2.86	0.95	0	0	0	0	1.02
g6529	26	0.51	0	0.45	0.55	0	0	0	0	0	0	0	0.18
g6530	0	0	0	0	0	0	0	0	0	0	0	0	0
